amount_digits,amount_words,bank,company_name,date_created,date_due,drawer_name,payer_name_address,place_created,rib,barcode_validates_traite,barcode_matches_traite,signature_detected,traite_num,fraud_label
3880.281,trois mille huit cent quatre-vingts dinars zéro deux huit un,Pruvost,Gilbert,01/08/2024,12/01/2025,Susan Lelièvre-Rémy,"58, chemin Daniel Huet 35104 Saint Michelle-sur-Mer",Bernardboeuf,30616247349292662682,True,True,True,665559131579,0
6701.075,six mille sept cent un dinars zéro zéro sept cinq,Rocher S.A.S.,Le Roux,07/11/2024,16/01/2025,Gilbert du Menard,chemin Evrard 36906 Voisin,Berger-sur-Briand,76534301454529245410,True,True,True,866375506985,0
8509.743,huit mille cinq cent neuf dinars zéro sept quatre trois,Alves S.A.R.L.,Lemaire,06/02/2025,14/04/2025,Noémi Dufour-Munoz,"80, avenue Daniel 78358 Martinezboeuf",Henry,24045090947127419178,True,True,True,35986531837,0
7444.297,sept mille quatre cent quarante-quatre dinars zéro deux neuf sept,Menard Vincent S.A.,Lebreton Bousquet SARL,12/07/2024,12/04/2025,Dorothée Gilles,avenue de Bousquet 83265 Léger,Benardnec,11639771562055189610,True,True,True,945700486667,0
3682.508,trois mille six cent quatre-vingt-deux dinars zéro cinq zéro huit,Lacroix S.A.S.,Dumont et Fils,16/06/2024,22/04/2025,Patrick Devaux,"18, avenue Denis Julien 89405 Loiseau",Rémynec,47427974948632681475,True,True,True,255021023216,0
7971.72,sept mille neuf cent soixante et onze dinars zéro sept deux,Chevalier,Neveu,07/10/2024,24/03/2025,Alix de la Techer,"31, boulevard de Fischer 69490 MaryVille",Bonneau,91818791667987310862,True,True,True,426372179075,0
507.064,cinq cent sept dinars zéro zéro six quatre,Jacquot Rossi SARL,Roger,06/01/2025,03/05/2025,Alex Boulanger,rue Laroche 28959 Chauvet,Berthelotdan,80152317670689972624,True,True,True,867974969591,0
1208.519,mille deux cent huit dinars zéro cinq un neuf,Guillaume S.A.R.L.,Lacroix Vallet S.A.,03/03/2025,15/05/2025,Renée Cousin,"78, avenue Allard 89779 Lemoine",Meunierdan,90566410988080192538,True,True,True,415489900651,0
6666.884,six mille six cent soixante-six dinars zéro huit huit quatre,Pons,Gérard Robert S.A.S.,03/06/2024,10/03/2025,Hélène Royer-Navarro,"7, boulevard Dumas 28372 Faivre",Voisin,79082444516977771615,True,True,True,374704620066,0
9881.901,neuf mille huit cent quatre-vingt-un dinars zéro neuf zéro un,Didier,Olivier Delahaye S.A.,03/05/2025,13/05/2025,Antoine Adam,"68, boulevard de Lelièvre 27162 Diallo",Vasseur-les-Bains,60969352353155064126,True,True,True,602026490485,0
6537.201,six mille cinq cent trente-sept dinars zéro deux zéro un,Adam Dupont et Fils,Langlois et Fils,03/10/2024,26/03/2025,Jacques Le Goff,"48, avenue de Albert 83139 Duval",Sainte ChristianeBourg,96556454955760973266,True,True,True,864833262282,0
3962.162,trois mille neuf cent soixante-deux dinars zéro un six deux,Rey,Alexandre,04/01/2025,26/03/2025,Nathalie Le Gillet,"58, avenue de Didier 95333 Lemoine",Ferrand,88902234601037857308,True,True,True,80952148070,0
7303.737,sept mille trois cent trois dinars zéro sept trois sept,Benard,Devaux,14/02/2025,17/03/2025,Suzanne Blot-Navarro,avenue de Renard 30793 Charles-sur-Bouvier,Allain-sur-Labbé,32332941416623775354,True,True,True,308558473529,0
2171.878,deux mille cent soixante et onze dinars zéro huit sept huit,Pasquier,David,24/07/2024,03/01/2025,Timothée Berthelot,"2, rue Jean 31689 LeroyBourg",Mace,18371311716164884489,True,True,True,558110910201,0
9677.88,neuf mille six cent soixante-dix-sept dinars zéro huit huit,Hoarau Hamon S.A.R.L.,Meunier,02/12/2024,19/12/2024,Anastasie Lebrun-Lévy,rue de Ferreira 46938 Leclerc,Guyot-sur-Mer,78272233108992545156,True,True,True,443782123187,0
4314.582,quatre mille trois cent quatorze dinars zéro cinq huit deux,Gaillard,Bousquet Bègue S.A.R.L.,17/11/2024,21/11/2024,Suzanne de Julien,"669, boulevard Margot Collet 45606 Duhamel",Raymond,59857769833136820044,True,True,True,406175239160,0
9899.602,neuf mille huit cent quatre-vingt-dix-neuf dinars zéro six zéro deux,Lagarde Lombard S.A.R.L.,Breton,12/10/2024,21/10/2024,Roland Lacombe,"5, chemin de Renault 10672 Ferrand",Renard,15139581494490492054,True,True,True,346559531589,0
1284.899,mille deux cent quatre-vingt-quatre dinars zéro huit neuf neuf,De Sousa et Fils,Meunier,12/07/2024,25/04/2025,Camille de la Becker,"21, rue de Morin 38952 Marin",Lacombe,05726276637110221009,True,True,True,349163023631,0
1744.574,mille sept cent quarante-quatre dinars zéro cinq sept quatre,Lombard,Fournier Chartier S.A.,19/07/2024,11/08/2024,Julie Barthelemy,boulevard de Blanchard 38158 Chauveau,Normand,74562296963295652727,True,True,True,265679130873,0
4282.465,quatre mille deux cent quatre-vingt-deux dinars zéro quatre six cinq,Renault,Roy et Fils,28/07/2024,04/05/2025,Emmanuel Guillon,"14, chemin de Robin 22916 Saint Agnès-les-Bains",Martel,76673752658690710110,True,True,True,350347672647,0
2991.399,deux mille neuf cent quatre-vingt-onze dinars zéro trois neuf neuf,Martel,Neveu SA,04/01/2025,24/04/2025,Jeannine Blanc de la Bègue,"74, rue Lenoir 76189 Saint Susanne-la-Forêt",Charles,17927925566903373140,True,True,True,553196274525,0
625.118,six cent vingt-cinq dinars zéro un un huit,Benoit Brunel et Fils,Muller,22/02/2025,29/03/2025,Philippine Jacquot de la Pinto,"31, rue Stéphane Rodriguez 15886 Saint André-les-Bains",Fernandez-sur-Grenier,66314400877346720407,True,True,True,226378060073,0
9521.64,neuf mille cinq cent vingt et un dinars zéro six quatre,Vaillant,Fournier Morin SARL,04/12/2024,20/12/2024,Édouard Maurice,"781, avenue de Hernandez 46261 Ferreira",Nicolas-sur-Labbé,39038276257580403985,True,True,True,955955415413,0
2545.559,deux mille cinq cent quarante-cinq dinars zéro cinq cinq neuf,Lebrun Michaud S.A.S.,Muller Leconte S.A.,07/01/2025,14/01/2025,Benoît du Fernandes,"17, rue Christine Clément 02978 Blot",ThibaultBourg,19554554944534477576,True,True,True,127209976271,0
2497.077,deux mille quatre cent quatre-vingt-dix-sept dinars zéro zéro sept sept,Lebrun SA,Charpentier,02/05/2025,14/05/2025,Georges Mace,"4, chemin Jeanne Tessier 55128 Garnier-la-Forêt",Olliviernec,22814817082880058817,True,True,True,61611058371,0
9990.235,neuf mille neuf cent quatre-vingt-dix dinars zéro deux trois cinq,Hamel,De Sousa,08/04/2025,12/05/2025,Joseph Neveu,"71, rue de Lemaire 50126 Dupré",ClercBourg,41332713787612420750,True,True,True,713363238598,0
2238.852,deux mille deux cent trente-huit dinars zéro huit cinq deux,Martinez,Gomes et Fils,19/04/2025,21/05/2025,Sébastien du Leleu,avenue Célina Simon 02453 Raynaud-sur-Guyot,Godardnec,94220156809526750033,True,True,True,753325294135,0
3650.129,trois mille six cent cinquante dinars zéro un deux neuf,Lopez,Gosselin Hoarau S.A.,12/01/2025,28/02/2025,Paul Nicolas,"1, avenue de François 35771 Sainte Louis",Vidal,41993449374741091269,True,True,True,327346097782,0
9230.134,neuf mille deux cent trente dinars zéro un trois quatre,Cousin,Marques,14/08/2024,25/08/2024,Richard Lemonnier de la Ferrand,"15, avenue de Lemoine 19637 Allard",Torres,02856695261684173041,True,True,True,602901025608,0
4653.631,quatre mille six cent cinquante-trois dinars zéro six trois un,Lecomte S.A.S.,Gomes,01/10/2024,15/01/2025,Sébastien De Oliveira,"38, avenue Costa 69674 Lévy",Pierrenec,01244300887701812105,True,True,True,622246419811,0
3464.842,trois mille quatre cent soixante-quatre dinars zéro huit quatre deux,David SARL,Rodrigues Guillot S.A.S.,14/04/2025,14/05/2025,Lucas Adam-Navarro,"76, boulevard Aurore Gallet 61828 Perrin",Grondindan,89447028447989806707,True,True,True,97782334737,0
8337.565,huit mille trois cent trente-sept dinars zéro cinq six cinq,Albert SARL,Dumas,12/07/2024,26/07/2024,Denise Bruneau,"20, chemin Denise Hernandez 01625 Saint Océane-la-Forêt",Chevalier,31792269479267356985,True,True,True,482624922969,0
6703.914,six mille sept cent trois dinars zéro neuf un quatre,Boutin Gillet SA,Munoz SARL,31/07/2024,27/02/2025,Marc Tanguy,chemin Collin 04980 Mallet,Saint Diane-les-Bains,35708092217134105211,True,True,True,822055317224,0
3369.777,trois mille trois cent soixante-neuf dinars zéro sept sept sept,Lacombe,Leblanc,09/03/2025,11/03/2025,Laurent-Jérôme Poirier,"48, boulevard Odette Adam 97439 SauvageBourg",Michel,67308010058852377039,True,True,True,318679721156,0
5513.461,cinq mille cinq cent treize dinars zéro quatre six un,Duhamel,Guyot,28/04/2025,11/05/2025,Olivie Lamy,rue Fernandez 12715 Weiss-les-Bains,Mahe,79059842102812374357,True,True,True,166539230870,0
3082.297,trois mille quatre-vingt-deux dinars zéro deux neuf sept,Da Costa,Coste,16/08/2024,06/03/2025,Benoît Gilles,"96, boulevard Tessier 84904 Sainte Virginie",Lefebvre-sur-Mer,10376672069789915117,True,True,True,31175611787,0
6318.491,six mille trois cent dix-huit dinars zéro quatre neuf un,David,Cordier et Fils,22/03/2025,19/05/2025,Céline Muller-Roche,"40, boulevard Lorraine Deschamps 71378 Vallet",BarthelemyVille,53429272151670354702,True,True,True,755981227234,0
2062.301,deux mille soixante-deux dinars zéro trois zéro un,Mendès,Masse,02/11/2024,08/01/2025,Margaret-Chantal Schneider,"54, avenue de Gilbert 73437 Dos Santos",Sainte Zoéboeuf,13933964940622675965,True,True,True,480369504189,0
6964.16,six mille neuf cent soixante-quatre dinars zéro un six,Richard SA,Roy,12/07/2024,12/01/2025,Antoinette Jourdan,"84, chemin de Grenier 97150 Gonzalez-sur-Rey",Parent,91990558062504321126,True,True,True,893858040967,0
3273.763,trois mille deux cent soixante-treize dinars zéro sept six trois,Wagner,Goncalves Briand SARL,28/10/2024,18/01/2025,Zacharie Normand,avenue Richard 59669 Saint Maggie-la-Forêt,Pons,36301983980987450797,True,True,True,807775511258,0
7023.927,sept mille vingt-trois dinars zéro neuf deux sept,Vaillant,Dupuy S.A.S.,05/03/2025,28/03/2025,Benjamin Rocher Le Giraud,"92, rue Guillet 21790 Georgesboeuf",Delmasdan,38209832442605199624,True,True,True,135526812694,0
3010.227,trois mille dix dinars zéro deux deux sept,Hoareau,Dos Santos S.A.R.L.,03/02/2025,15/03/2025,Timothée-Michel Mendès,chemin Paul 71233 Sainte Auguste-la-Forêt,Saint ClaireBourg,47304221737047190170,True,True,True,130637966661,0
2919.923,deux mille neuf cent dix-neuf dinars zéro neuf deux trois,Weber,Boucher,21/06/2024,15/10/2024,Bernard Guillon,avenue de Étienne 38276 Camus,Foucher,07973030309768179706,True,True,True,849601796286,0
9386.925,neuf mille trois cent quatre-vingt-six dinars zéro neuf deux cinq,Guillot Mahe et Fils,Lacombe,07/02/2025,18/05/2025,Luce Vaillant,"1, boulevard Gabrielle Mathieu 80250 Berger",Daniel,72736318607556929362,True,True,True,107079639902,0
7676.397,sept mille six cent soixante-seize dinars zéro trois neuf sept,Lebon Guillet S.A.S.,Dias S.A.,22/07/2024,24/08/2024,Anne-Odette Chartier,"3, avenue de Alves 92963 Dias",Masse,84242057649910341488,True,True,True,504061687344,0
7985.252,sept mille neuf cent quatre-vingt-cinq dinars zéro deux cinq deux,Nicolas Lecoq et Fils,Antoine,16/06/2024,22/11/2024,Aimé Roche,boulevard de Lefebvre 57147 Coulon,DialloVille,87773460493312513887,True,True,True,693756316706,0
3024.626,trois mille vingt-quatre dinars zéro six deux six,Hamel,Delannoy,07/12/2024,01/05/2025,Hélène-Danielle Da Silva,"9, chemin Bodin 34708 Maillet",Marin-la-Forêt,69891745654666201440,True,True,True,483359162621,0
8695.569,huit mille six cent quatre-vingt-quinze dinars zéro cinq six neuf,Ollivier SARL,Chauvet Lejeune SARL,24/04/2025,13/05/2025,Jean-Louis Prévost,"77, chemin Emmanuel Leleu 76622 Gaudin",Sainte Jacqueline-la-Forêt,76138022495104692042,True,True,True,526126672856,0
6883.169,six mille huit cent quatre-vingt-trois dinars zéro un six neuf,Le Roux,Fournier S.A.,02/01/2025,10/03/2025,Denis Bonnet,"46, rue Marchand 95498 Barre",Guichard,38885432398665723841,True,True,True,489422032199,0
4056.572,quatre mille cinquante-six dinars zéro cinq sept deux,Pinto SARL,Raymond et Fils,17/08/2024,18/11/2024,Laurent Dumas,boulevard Zacharie Caron 82252 Turpin,Valletdan,20561663485681561929,True,True,True,134724946382,0
5835.06,cinq mille huit cent trente-cinq dinars zéro zéro six,Bonnet et Fils,Leduc Samson et Fils,10/07/2024,20/11/2024,Françoise Alexandre,"33, avenue Nicolas Carpentier 33232 Rossi",Grenier,71054440643090082602,True,True,True,173517738923,0
2009.292,deux mille neuf dinars zéro deux neuf deux,Parent,Turpin Joly S.A.,19/03/2025,08/05/2025,Éric Marques,rue Rolland 91582 Saint Émilie,Langlois-sur-Blanchard,57447730289617146470,True,True,True,230446384457,0
5117.331,cinq mille cent dix-sept dinars zéro trois trois un,Philippe,Bernier Cohen SA,28/08/2024,10/09/2024,Gabriel de la Normand,"983, chemin Andrée Couturier 97320 Alves",LévyVille,54815579434670733251,True,True,True,507963128698,0
4585.97,quatre mille cinq cent quatre-vingt-cinq dinars zéro neuf sept,Chrétien,Allain S.A.S.,16/08/2024,02/02/2025,Olivier De Oliveira,"7, chemin Camille Munoz 45414 Petitjean",Pereira,32073797905925039795,True,True,True,538449952803,0
1883.731,mille huit cent quatre-vingt-trois dinars zéro sept trois un,Gay Charpentier SA,Barthelemy Legendre et Fils,05/02/2025,20/05/2025,Emmanuelle Delannoy,"73, boulevard de Étienne 78309 Pages",Laine,53249483291583182613,True,True,True,614146155897,0
5473.1,cinq mille quatre cent soixante-treize dinars zéro un,Bonneau,Louis S.A.S.,13/08/2024,16/04/2025,Suzanne Labbé de la Labbé,chemin de Simon 30268 Sainte Olivienec,Étienne,65779129375922573017,True,True,True,89246746409,0
1272.785,mille deux cent soixante-douze dinars zéro sept huit cinq,Gay,Rémy Dubois S.A.R.L.,11/02/2025,16/02/2025,Océane de Antoine,"77, rue Théophile Duhamel 73794 Gilbert-sur-Mer",Vaillant,26867614935630781659,True,True,True,393348459727,0
7986.648,sept mille neuf cent quatre-vingt-six dinars zéro six quatre huit,Evrard Daniel S.A.,Foucher SA,28/02/2025,28/04/2025,David Lelièvre du Roy,chemin Geneviève Thierry 51347 Collet-sur-Mer,Labbé-sur-Legros,40597121233243062823,True,True,True,653813646458,0
1627.05,mille six cent vingt-sept dinars zéro zéro cinq,Robert,Godard,12/01/2025,02/03/2025,Roger Le Lebrun,"66, rue Lelièvre 08625 CarpentierVille",Saint Nicole,96128387381509370135,True,True,True,102444300569,0
8782.96,huit mille sept cent quatre-vingt-deux dinars zéro neuf six,Leconte,Guyon Bigot S.A.,29/05/2024,10/02/2025,Geneviève Normand,"47, rue de Picard 93309 Bodin",Royer-sur-Mer,16553610880839052608,True,True,True,468431947523,0
2357.045,deux mille trois cent cinquante-sept dinars zéro zéro quatre cinq,Fontaine S.A.S.,Pereira S.A.S.,06/02/2025,23/04/2025,Henri Lévy,"8, rue Pasquier 39411 Becker-sur-Mer",Buissonboeuf,22399014756120212731,True,True,True,397774263120,0
8835.588,huit mille huit cent trente-cinq dinars zéro cinq huit huit,Chauvet et Fils,Guillet S.A.R.L.,22/01/2025,17/03/2025,Théophile Philippe,chemin Pénélope Neveu 84777 Diaz,NicolasVille,30981780384995159638,True,True,True,383478577932,0
1602.63,mille six cent deux dinars zéro six trois,Bruneau,Auger Maillard S.A.R.L.,10/03/2025,26/04/2025,Gilbert Teixeira de la Lagarde,"18, chemin de Dumont 64686 Sainte Amélie",BarreBourg,93394582821000868355,True,True,True,208534087463,0
5733.29,cinq mille sept cent trente-trois dinars zéro deux neuf,Allain S.A.S.,Pichon,10/11/2024,07/03/2025,Camille Gomez-Hebert,"15, avenue de Grégoire 40733 Gaudin",Sainte Hugues,11326255721197283887,True,True,True,355395257044,0
4106.776,quatre mille cent six dinars zéro sept sept six,Guyot,Lambert Gros S.A.S.,14/06/2024,11/08/2024,Danielle Aubry,"55, avenue de Valentin 42281 Saint ThérèseBourg",Perrier,76857798213714825756,True,True,True,902081402615,0
5536.429,cinq mille cinq cent trente-six dinars zéro quatre deux neuf,Dijoux S.A.S.,Andre,22/08/2024,05/03/2025,François Rémy,"746, chemin Coste 08317 Antoine-la-Forêt",Barondan,14105181137157883129,True,True,True,809302030244,0
3291.934,trois mille deux cent quatre-vingt-onze dinars zéro neuf trois quatre,Launay SA,Descamps et Fils,12/05/2025,19/05/2025,Emmanuel Ferreira,boulevard Bazin 51815 Marty,LejeuneBourg,75210247384307628792,True,True,True,621217513950,0
7212.497,sept mille deux cent douze dinars zéro quatre neuf sept,Bouvier S.A.S.,Dupont SARL,08/05/2025,23/05/2025,Geneviève Fabre de la Guichard,"16, rue Buisson 40423 Saint Jacques",Maillot-sur-Leduc,18234624271748582978,True,True,True,868412420713,0
5035.571,cinq mille trente-cinq dinars zéro cinq sept un,Cousin Monnier S.A.R.L.,Martinez SA,10/12/2024,12/12/2024,Richard Morin,"7, rue de Joseph 37722 Pires-sur-Delorme",Saint Andréeboeuf,92387363663416835922,True,True,True,962228074976,0
7793.033,sept mille sept cent quatre-vingt-treize dinars zéro zéro trois trois,Verdier Bouchet S.A.S.,Bruneau SA,08/10/2024,15/02/2025,Audrey Charrier,"81, boulevard Dubois 82418 Caron-sur-Godard",Neveu,25761931143208340965,True,True,True,825333526392,0
8624.854,huit mille six cent vingt-quatre dinars zéro huit cinq quatre,Boutin,Durand,12/04/2025,23/05/2025,Théophile Briand,"333, rue Guyot 73461 Dufour",Sainte Augustin,51856628817115002134,True,True,True,58693843323,0
739.552,sept cent trente-neuf dinars zéro cinq cinq deux,Georges S.A.R.L.,Labbé,09/04/2025,19/04/2025,Marine Collin,"94, avenue Alexandre 14169 Legros",Mace,07443654538107329469,True,True,True,713105553344,0
7945.261,sept mille neuf cent quarante-cinq dinars zéro deux six un,Legrand,Allain,20/08/2024,12/09/2024,Margaud Marin,"2, avenue de Rousseau 82164 FaureBourg",Laroche,14251821470975097910,True,True,True,711720987406,0
9829.439,neuf mille huit cent vingt-neuf dinars zéro quatre trois neuf,Hamon,Pierre Lopez S.A.,21/03/2025,12/04/2025,Dominique-Virginie Blin,rue Matthieu Noël 36935 Brunel,BerthelotBourg,89860840007656568646,True,True,True,25107599133,0
2350.522,deux mille trois cent cinquante dinars zéro cinq deux deux,Masse S.A.R.L.,Couturier,30/04/2025,14/05/2025,Anaïs Hervé-Pelletier,"21, rue Carpentier 54106 Rivièrenec",Diallo,38855904387843645070,True,True,True,977916965920,0
4911.161,quatre mille neuf cent onze dinars zéro un six un,Dupont,Fleury SARL,25/12/2024,23/05/2025,Astrid Jacquot-Bourdon,rue Suzanne Becker 70960 Maillard,Thibaultboeuf,06650556225399018083,True,True,True,306074883298,0
8819.849,huit mille huit cent dix-neuf dinars zéro huit quatre neuf,Charrier,Antoine SA,28/12/2024,06/03/2025,Lucas Payet,"76, boulevard de Vasseur 87733 LévêqueVille",Poirier-les-Bains,96716432220511733778,True,True,True,87076938390,0
7951.864,sept mille neuf cent cinquante et un dinars zéro huit six quatre,De Sousa,Charpentier S.A.S.,18/09/2024,12/11/2024,Philippine Colin,"747, boulevard Émile Brunel 44299 Saint Anaïs",Costa,40274418816269761045,True,True,True,576122549162,0
5328.798,cinq mille trois cent vingt-huit dinars zéro sept neuf huit,Paul,Lelièvre SARL,22/01/2025,09/04/2025,Agathe Lucas,"276, avenue Chevallier 18887 Alexandrenec",Saint Thibault,73672855153908631875,True,True,True,573793732721,0
3717.518,trois mille sept cent dix-sept dinars zéro cinq un huit,Guillet,Lévy,11/07/2024,23/10/2024,Charles Delaunay,"87, chemin de Bertrand 20164 Mahe",Leclerc,90185373310837952704,True,True,True,786351547505,0
4791.962,quatre mille sept cent quatre-vingt-onze dinars zéro neuf six deux,Colin,Caron,22/05/2025,22/05/2025,Jean de la Leblanc,boulevard Lebrun 95957 Legendre-la-Forêt,Perrier-sur-Andre,32529686542676291919,True,True,True,199512467394,0
9700.856,neuf mille sept cents dinars zéro huit cinq six,Toussaint SARL,Maillot S.A.,03/07/2024,20/11/2024,Jacques Philippe-Gosselin,"9, chemin Antoinette Durand 42727 Rolland-sur-Hervé",Berger,73064942487216008724,True,True,True,138080720422,0
5907.352,cinq mille neuf cent sept dinars zéro trois cinq deux,Caron S.A.S.,Robert S.A.S.,28/02/2025,08/05/2025,Gilles-Frédéric Pages,"5, boulevard Vallée 65327 Lemonnier",Bazin,32324938409533364245,True,True,True,699404630585,0
6973.503,six mille neuf cent soixante-treize dinars zéro cinq zéro trois,Lagarde Bailly SA,Maury,19/11/2024,08/05/2025,Benoît Noël,"23, avenue Loiseau 72986 FaureBourg",Saint Suzanne,66731002997118172852,True,True,True,625695415612,0
7941.029,sept mille neuf cent quarante et un dinars zéro zéro deux neuf,Barre,Goncalves,18/10/2024,15/12/2024,Renée Carpentier,"577, rue Arnaude Benoit 97399 Gaudin",Rossi-les-Bains,40769066880078188409,True,True,True,821178083243,0
8580.886,huit mille cinq cent quatre-vingts dinars zéro huit huit six,Rodriguez Riou SARL,Gomes Langlois SARL,13/03/2025,29/04/2025,Isaac de Mercier,"128, rue Paul Deschamps 43474 Lenoir",Lemoinedan,89929366504804869920,True,True,True,4977170594,0
7828.203,sept mille huit cent vingt-huit dinars zéro deux zéro trois,Gillet,Reynaud,01/09/2024,19/02/2025,Amélie Rossi,"674, boulevard de Cohen 11840 Lefèvre",Bouvier-sur-Mer,33607342213695308724,True,True,True,751929610552,0
8362.47,huit mille trois cent soixante-deux dinars zéro quatre sept,Texier,Berthelot,15/04/2025,25/04/2025,Bernard Le Diallo,"11, chemin Michèle Perez 32909 Vasseur",Saint Alexandre,46688299011656211949,True,True,True,428660368035,0
2815.614,deux mille huit cent quinze dinars zéro six un quatre,Maury Godard S.A.R.L.,Hamon,23/06/2024,08/10/2024,Joseph Neveu du Langlois,"81, rue Normand 46332 Berger",Blin,29666863471557520545,True,True,True,497927742955,0
6976.099,six mille neuf cent soixante-seize dinars zéro zéro neuf neuf,Leroy,Chauvet,25/07/2024,23/03/2025,Alexandre Hamel,"44, chemin Joséphine Brunel 63473 Bonninboeuf",Wagnernec,46777942454067002132,True,True,True,75706954297,0
4045.814,quatre mille quarante-cinq dinars zéro huit un quatre,Vincent,Ollivier S.A.S.,03/03/2025,23/04/2025,Bertrand Poulain,"843, rue Denise Rodriguez 62395 Lambert-sur-Lacroix",Lemaire,54951184804949604160,True,True,True,181076586227,0
2648.603,deux mille six cent quarante-huit dinars zéro six zéro trois,Navarro SA,Aubry,03/08/2024,30/10/2024,Maurice Leclerc de Langlois,"874, avenue Pierre Robert 58118 Antoine",Bouchetboeuf,00434552284629967138,True,True,True,14612409496,0
9632.862,neuf mille six cent trente-deux dinars zéro huit six deux,Renard Dias S.A.,Hoareau,24/05/2024,09/02/2025,Éric Torres,rue de Gaudin 53985 Gaillarddan,Bertindan,15904919222075312190,True,True,True,468725514772,0
8995.603,huit mille neuf cent quatre-vingt-quinze dinars zéro six zéro trois,Weiss,Philippe Dubois SARL,01/09/2024,23/11/2024,Philippine-Danielle Dupré,"16, boulevard Adrienne Grondin 13286 Fleury",Leclerc,22745302975645576979,True,True,True,377950599173,0
7285.958,sept mille deux cent quatre-vingt-cinq dinars zéro neuf cinq huit,Marie S.A.S.,Delorme,11/12/2024,17/05/2025,Martin Marty de Brunet,"1, rue Chantal Pascal 87190 BoulayVille",Vaillant,17954211201985267277,True,True,True,797619756686,0
1828.621,mille huit cent vingt-huit dinars zéro six deux un,Perez et Fils,Fleury,22/05/2025,22/05/2025,Maggie Delorme,"559, rue Loiseau 31611 Faivre-sur-Philippe",Saint Paulettenec,84453167708359621343,True,True,True,997263150604,0
5646.047,cinq mille six cent quarante-six dinars zéro zéro quatre sept,Schmitt,Verdier,14/02/2025,01/05/2025,Noémi Pinto,"87, boulevard Marc Alves 97681 Guérin-sur-Mer",Blanc,11632401726572312274,True,True,True,281258193718,0
6860.967,six mille huit cent soixante dinars zéro neuf six sept,Lévy et Fils,Vasseur,09/01/2025,23/01/2025,Lucy Colin-Lesage,"13, avenue de Lebon 15472 Saint Étienne",Saint MauriceBourg,42393533232122199541,True,True,True,336443309407,0
9178.527,neuf mille cent soixante-dix-huit dinars zéro cinq deux sept,Bouvet Philippe S.A.R.L.,Carre,13/12/2024,13/12/2024,Paul-Thierry Barbier,"290, boulevard Carlier 13919 Diallo-la-Forêt",FischerVille,08921682449313191123,True,True,True,920462456329,0
1951.926,mille neuf cent cinquante et un dinars zéro neuf deux six,Laporte Peltier SA,Le Goff S.A.R.L.,22/01/2025,19/05/2025,Susanne Raymond,"86, rue Mary 86503 Saint Suzanne-les-Bains",Albert,82151788728482115836,True,True,True,473224668939,0
5004.414,cinq mille quatre dinars zéro quatre un quatre,Duhamel,Boyer Marchal S.A.S.,18/09/2024,13/12/2024,Sabine-Constance Da Costa,"61, avenue Laure Pierre 20886 BigotVille",Saint Maggieboeuf,77027532242395509815,True,True,True,744353285055,0
3965.307,trois mille neuf cent soixante-cinq dinars zéro trois zéro sept,Leclerc,Labbé,18/01/2025,05/02/2025,Lucas Thomas,"96, boulevard de Clerc 87663 FaivreBourg",Sainte Margot,98578998471025101603,True,True,True,522289284318,0
7214.544,sept mille deux cent quatorze dinars zéro cinq quatre quatre,Lecomte,Voisin,08/08/2024,20/12/2024,Lucas Le Maillard,avenue Bourgeois 20601 Teixeiranec,Valentin,43556348911588755653,True,True,True,886454226363,0
2690.86,deux mille six cent quatre-vingt-dix dinars zéro huit six,Bègue,Paul,26/04/2025,08/05/2025,Nathalie Maurice,"27, chemin Zoé Techer 94344 Pichon",Julien,77477390360526549838,True,True,True,41436875877,0
1493.911,mille quatre cent quatre-vingt-treize dinars zéro neuf un un,Pichon Costa S.A.,Fleury Laurent SARL,25/02/2025,27/04/2025,Adèle Vaillant Le Potier,"59, rue Noël Besnard 44386 Daviddan",Robertboeuf,07433015731208924589,True,True,True,585101556778,0
6184.307,six mille cent quatre-vingt-quatre dinars zéro trois zéro sept,Lemoine Mace S.A.S.,Antoine,14/08/2024,30/10/2024,Gérard Cordier,"104, rue Céline Lacroix 08922 Fernandez",Martin,06349483997467938491,True,True,True,969467365513,0
7290.168,sept mille deux cent quatre-vingt-dix dinars zéro un six huit,Henry,Munoz Boucher SA,20/10/2024,12/01/2025,David Cordier,"88, boulevard de Lesage 26306 Delaunay",Guyotnec,10033862643900416352,True,True,True,761353725139,0
851.079,huit cent cinquante et un dinars zéro zéro sept neuf,Hoarau S.A.,Vallet,25/03/2025,02/05/2025,Patrick Pierre,"6, rue de Vincent 90876 Jacquet-sur-Muller",Saint Alphonse,56568073481013964691,True,True,True,687963735154,0
7510.754,sept mille cinq cent dix dinars zéro sept cinq quatre,Normand S.A.S.,Guillet S.A.S.,28/11/2024,20/02/2025,Céline Michaud,"89, boulevard Luce Lelièvre 25630 Huet",Sainte Emmanuel,38372656813743440344,True,True,True,276009999132,0
2715.05,deux mille sept cent quinze dinars zéro zéro cinq,Dupuy,Bègue,14/08/2024,16/12/2024,Françoise Leblanc,"16, avenue Leroy 92513 Lelièvreboeuf",Boulaydan,65412820910774590355,True,True,True,528540662162,0
6835.793,six mille huit cent trente-cinq dinars zéro sept neuf trois,Dupuis Fouquet S.A.R.L.,Leroux S.A.S.,25/06/2024,27/02/2025,Franck Colas,"87, chemin Joséphine Imbert 75633 Maillet",Saint Pauldan,67709636980386263338,True,True,True,491776111929,0
